City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
105,holualoa,19.6238,-155.9536,297.33,80,100,1.34,US,1684351986
106,ormara,25.2106,64.6375,301.19,89,7,6.52,PK,1684351986
107,ushuaia,-54.8061,-68.3185,277.98,65,75,6.69,AR,1684351987
108,sa'dah,16.9409,43.763,291.51,68,54,1.77,YE,1684351987
109,yaiza,28.938,-13.7683,290.23,74,3,9.22,ES,1684351988
110,klyuchi,56.3182,160.8422,279.82,85,48,2.02,RU,1684351988
111,tazovsky,67.4735,78.7149,270.34,90,96,5.54,RU,1684351988
112,puerto varas,-41.3178,-72.9829,281.98,93,100,2.63,CL,1684351989
113,vorkuta,67.5036,64.0627,272.88,98,97,2.53,RU,1684351989
114,la paz,-16.4955,-68.1336,291.75,20,1,0.89,BO,1684351989
115,college,45.3266,-75.8386,284.68,30,59,0.89,CA,1684351990
116,tokar,18.8518,37.8989,301.92,88,0,6.19,SD,1684351990
117,barberton,41.0128,-81.6051,289.53,46,0,1.79,US,1684351991
118,martapura,-3.4086,114.8488,298.23,100,99,0.51,ID,1684351991
119,afif,23.9024,42.9151,303.78,13,76,1.62,SA,1684351992
120,keflavik,63.9998,-22.5565,281.61,81,100,7.82,IS,1684351992
121,bredasdorp,-34.5331,20.0428,286.74,79,100,2.12,ZA,1684351993
122,shamakhi,40.6346,48.6364,283.44,86,100,1.63,AZ,1684351993
123,dhidhdhoo,6.889,73.1134,301.92,78,70,2.39,MV,1684351993
124,iskateley,67.6762,53.1292,285.79,78,59,6.06,RU,1684351994
125,chonchi,-42.624,-73.7724,284.32,71,58,1.34,CL,1684351994
126,miguel alves,-4.173,-42.8956,299.0,93,100,1.3,BR,1684351994
127,chamba,32.5565,76.125,293.92,43,90,4.54,IN,1684351995
128,barcelos,41.5314,-8.6192,289.71,61,0,2.25,PT,1684351995
129,susuman,62.7797,148.1536,276.62,74,88,3.37,RU,1684351995
130,chaihe,42.2825,124.1678,281.83,92,83,1.78,CN,1684351996
131,san rafael,37.9735,-122.5311,299.96,69,23,4.02,US,1684351996
132,albany,42.6512,-73.755,288.64,30,0,3.58,US,1684351997
133,gilgit,35.9208,74.314,291.75,56,100,0.39,PK,1684351997
134,grand falls-windsor,48.9442,-55.6526,282.67,91,100,1.87,CA,1684351997
135,el bauga,18.2521,33.8941,305.47,11,0,4.57,SD,1684351998
136,margaret river,-33.9532,115.0769,286.52,73,1,4.8,AU,1684351998
137,guozhen,23.8193,120.6065,301.8,82,1,2.1,TW,1684351999
138,la passe,46.2035,-1.4601,288.12,73,19,7.49,FR,1684351999
139,vilyuysk,63.7541,121.6265,273.46,90,28,2.52,RU,1684352000
140,bilibino,68.055,166.4449,272.36,79,100,1.19,RU,1684352000
141,shengli,40.1191,116.6445,288.55,53,1,0.42,CN,1684352001
142,yuzhno-kurilsk,44.0271,145.8614,280.01,90,92,2.28,RU,1684352001
143,pandan,-3.2874,104.193,296.88,99,100,1.29,ID,1684352002
144,kalmunai,7.4132,81.8269,299.39,88,21,4.1,LK,1684352002
145,puerto aysen,-45.4068,-72.6977,281.53,85,54,2.81,CL,1684352002
146,geraldton,-28.7704,114.6147,293.5,40,12,5.26,AU,1684351754
147,beni,0.4761,29.1893,291.9,87,78,1.09,CD,1684352004
148,collingwood,44.5003,-80.2171,283.44,61,6,4.83,CA,1684351565
149,hailun,47.4594,126.9656,283.01,27,13,2.69,CN,1684352004
